Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Jake Layman\laymaja01,SF,25,MIN,23,2,505,7.4,16.5,0.453,2.2,6.6,0.333,5.2,9.8,0.533,2.2,2.9,0.75,1.6,3.7,5.2,1.4,1.6,0.9,2.2,4.3,19.3,,102,114
T.J. Leaf\leaftj01,PF,22,IND,28,1,222,7.9,18.8,0.419,1.1,3.9,0.278,6.8,14.9,0.456,1.5,3.5,0.438,5,10.5,15.5,2,2.2,0.9,1.7,4.8,18.4,,98,105
Jalen Lecque\lecquja01,SG,19,PHO,5,0,32,5.9,14.8,0.4,0,5.9,0,5.9,8.9,0.667,3,3,1,0,3,3,3,0,0,3,4.4,14.8,,86,118
Courtney Lee\leeco01,SG,34,DAL,24,9,345,5.6,11.5,0.488,2.9,6.6,0.447,2.7,4.9,0.543,0.8,1,0.857,1,3.5,4.5,1.7,2.5,0.8,1.5,4.6,15,,116,111
Damion Lee\leeda03,SG,27,GSW,49,36,1423,7.2,17.2,0.417,2.9,8,0.356,4.3,9.1,0.471,3.7,4.2,0.873,1.1,7,8,4.5,1.7,0.2,2.3,3.9,20.9,,108,114
Alex Len\lenal01,C,26,TOT,55,12,970,8.6,15.5,0.555,0.8,2.9,0.271,7.8,12.6,0.619,3.3,5.1,0.648,4.8,10.7,15.6,2.4,1.1,2.3,2.7,6.2,21.2,,116,111
Alex Len\lenal01,C,26,ATL,40,9,745,8.9,16.3,0.546,0.9,3.5,0.25,8,12.8,0.627,3.2,5.1,0.63,4.3,10.1,14.4,2.6,1.3,2.1,2.4,5.8,21.8,,115,112
Alex Len\lenal01,C,26,SAC,15,3,225,7.5,12.7,0.593,0.4,0.6,0.667,7.1,12.1,0.589,3.7,5.2,0.708,6.7,12.9,19.6,1.7,0.6,3.2,3.5,7.3,19.2,,119,108
Kawhi Leonard\leonaka01,SF,28,LAC,57,57,1848,13.6,29,0.47,3.1,8.3,0.378,10.5,20.7,0.506,9.1,10.3,0.886,1.4,8.9,10.3,7.2,2.6,0.8,3.8,2.9,39.5,,117,104
Meyers Leonard\leoname01,C,27,MIA,51,49,1034,5.6,11,0.509,2.5,6,0.414,3.1,5,0.623,0.8,1.3,0.643,1.4,10.9,12.3,2.6,0.7,0.7,1.8,5.1,14.6,,114,110
Caris LeVert\leverca01,SG,25,BRK,45,31,1330,11.1,26,0.425,2.8,7.8,0.364,8.2,18.2,0.451,5,7,0.711,1.7,5,6.7,7.1,1.9,0.4,4.2,2.9,30,,102,110
Damian Lillard\lillada01,PG,29,POR,66,66,2474,12,26,0.463,5.2,13,0.401,6.8,13,0.524,8.9,10,0.888,0.6,4.8,5.5,10.2,1.3,0.4,3.7,2.2,38.1,,126,117
Nassir Little\littlna01,PF,19,POR,48,5,573,5.4,12.6,0.43,1.2,4.9,0.237,4.2,7.7,0.554,2.3,3.7,0.636,2.6,6.4,9,1.8,1.1,1.2,1.2,6,14.3,,108,116
Kevon Looney\looneke01,C,23,GSW,20,4,262,5.3,14.4,0.367,0.2,2.6,0.071,5.1,11.9,0.431,1.6,2.2,0.75,5.1,6.9,12.1,3.7,2.2,1.1,2.2,6.2,12.4,,94,112
Brook Lopez\lopezbr01,C,31,MIL,68,67,1817,7.3,16.9,0.435,2.6,8.2,0.314,4.8,8.7,0.549,3.2,3.8,0.836,1.5,6.4,7.8,2.5,1.2,4.1,1.8,4.1,20.4,,109,100
Robin Lopez\lopezro01,C,31,MIL,66,5,958,7,14.3,0.492,1.7,5,0.333,5.3,9.2,0.577,1.3,2.5,0.528,2.7,5,7.7,2.1,0.5,2.1,3,4.6,17,,101,105
Kevin Love\loveke01,PF,31,CLE,56,56,1780,8.9,19.9,0.45,4,10.7,0.374,4.9,9.2,0.537,5.1,6,0.854,1.5,13.5,15,4.9,0.9,0.5,3.8,2.5,27,,112,113
Kyle Lowry\lowryky01,PG,33,TOR,58,58,2098,7.6,18.2,0.416,3.7,10.6,0.352,3.9,7.6,0.504,6.7,7.8,0.857,0.7,5.9,6.6,9.8,1.9,0.6,4,4.3,25.5,,116,106
Timothé Luwawu-Cabarrot\luwawti01,SF,24,BRK,47,2,853,6.5,14.9,0.435,3.4,8.9,0.388,3.1,6,0.505,3.8,4.5,0.852,1.6,5.4,7,1.6,1,0.4,2.1,5.9,20.2,,114,112
Trey Lyles\lylestr01,PF,24,SAS,63,53,1271,5.8,12.9,0.446,2.4,6.3,0.387,3.3,6.6,0.503,1.2,1.7,0.733,2.7,10.9,13.6,2.6,1.1,1.1,1.5,3.7,15.2,,113,113
Daryl Macon\maconda01,PG,24,MIA,4,0,14,3.5,10.5,0.333,3.5,7,0.5,0,3.5,0,0,0,,0,0,0,3.5,0,0,7,3.5,10.5,,65,118
J.P. Macura\macurjp01,SG,24,CLE,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,,123
Josh Magette\magetjo01,PG,30,ORL,8,0,38,6.4,19.2,0.333,1.3,5.1,0.25,5.1,14.1,0.364,1.3,2.6,0.5,1.3,6.4,7.7,6.4,3.8,1.3,6.4,5.1,15.4,,71,105
Ian Mahinmi\mahinia01,C,33,WAS,38,35,808,6,12.1,0.495,0.3,1.5,0.192,5.7,10.6,0.538,4,6.5,0.619,4.5,8.1,12.6,2.8,1.8,2.5,2.6,6.6,16.4,,110,112
Thon Maker\makerth01,C,22,DET,60,14,776,5.9,12.2,0.482,1.4,4.1,0.344,4.5,8.2,0.55,4.6,7,0.664,3.4,7.2,10.6,2.7,1.6,2.5,2.9,6.5,17.8,,111,110
Terance Mann\mannte01,SF,23,LAC,41,6,362,4.8,10.3,0.468,0.9,2.6,0.35,3.9,7.7,0.508,2.4,3.5,0.667,1.3,5.9,7.2,6.9,1.4,0.7,2.4,6,12.9,,114,109
Boban Marjanovi?\marjabo01,C,31,DAL,44,5,422,13.9,24.2,0.573,0.5,1.9,0.235,13.4,22.2,0.603,4.9,6.5,0.754,7.6,15,22.6,2.3,0.9,1.1,3.4,6.4,33.1,,120,108
Lauri Markkanen\markkla01,PF,22,CHI,50,50,1492,8.1,19.1,0.425,3.5,10.2,0.344,4.6,8.8,0.518,4.1,4.9,0.824,1.9,8.2,10.1,2.4,1.4,0.7,2.6,3.1,23.8,,108,110
Caleb Martin\martica02,SF,24,CHO,18,1,317,5.8,13.3,0.44,3.2,5.8,0.541,2.7,7.4,0.362,2.7,3.3,0.81,1.6,4.4,6,3.6,1.9,1.1,2.4,5.1,17.5,,113,113
Cody Martin\martico01,SF,24,CHO,48,3,903,4.9,11.5,0.43,1,4.3,0.234,3.9,7.2,0.546,2.3,3.6,0.646,2.1,6.7,8.8,5.3,2.2,0.5,2.4,4.3,13.2,,104,112
Jeremiah Martin\martije02,PG,23,BRK,9,0,99,11.5,25.3,0.453,2.4,8.6,0.278,9.1,16.7,0.543,5.3,6.7,0.786,0.5,4.3,4.8,8.6,3.3,1,1.9,3.3,30.6,,116,107
Kelan Martin\martike03,SF,24,MIN,31,4,495,6.7,17,0.392,2.3,9,0.26,4.3,8,0.541,2.8,2.9,0.968,1.1,7.9,9,2.2,0.7,0.8,1.9,4.8,18.5,,100,114
Frank Mason III\masonfr01,PG,25,MIL,9,0,118,8.9,19.7,0.451,2.3,8.1,0.286,6.6,11.6,0.567,3.9,6.6,0.588,1.9,5.4,7.4,11.2,1.9,0.4,4.3,4.3,24,,110,104
Garrison Mathews\mathega01,SG,23,WAS,18,0,227,4.9,11.5,0.429,3.9,9.5,0.413,1,2.1,0.5,6.4,7,0.912,1.2,3.7,4.9,2.1,1.6,0.2,1.6,6.6,20.2,,133,118
Wesley Matthews\matthwe02,SG,33,MIL,67,67,1635,4.7,11.8,0.396,3,8.3,0.364,1.6,3.5,0.472,1.5,1.9,0.765,0.6,4,4.6,2.6,1.1,0.3,1.2,2.9,13.8,,109,107
Luc Mbah a Moute\mbahalu01,PF,33,HOU,3,0,25,3.7,9.3,0.4,0,3.7,0,3.7,5.6,0.667,1.9,3.7,0.5,1.9,1.9,3.7,0,3.7,0,1.9,0,9.3,,82,110
Patrick McCaw\mccawpa01,SF,24,TOR,37,12,908,3.5,8.5,0.414,1.2,3.7,0.324,2.3,4.8,0.484,0.7,0.9,0.722,1,3.5,4.5,4.1,2,0.2,1.5,3.1,8.9,,105,108
CJ McCollum\mccolcj01,SG,28,POR,70,70,2556,11.4,25.3,0.451,3.6,9.5,0.379,7.8,15.7,0.494,2.6,3.4,0.757,0.9,4.7,5.5,5.8,1,0.8,2.4,3.4,29,,111,118
T.J. McConnell\mccontj01,PG,27,IND,71,3,1326,7.8,15,0.516,0.2,0.6,0.294,7.6,14.4,0.525,1.3,1.5,0.833,1.4,5.5,6.9,13,2,0.4,3.7,2.7,17,,112,109
Jalen McDaniels\mcdanja01,SF,22,CHO,16,0,293,5.6,12,0.471,1.5,4.1,0.375,4.1,7.9,0.522,2.4,2.9,0.824,2.6,8.5,11.1,2.2,1.4,0.5,1.9,6.2,15.2,,112,113
Doug McDermott\mcderdo01,PF,28,IND,69,0,1372,9.4,19.3,0.488,4.5,10.4,0.435,4.9,8.9,0.549,1.7,2.1,0.828,0.9,5.2,6.2,2.8,0.4,0.2,1.5,4.1,25.1,,117,113
JaVale McGee\mcgeeja01,C,32,LAL,68,68,1130,8.2,12.9,0.637,0.1,0.3,0.5,8.1,12.6,0.64,2.2,3.5,0.646,5.3,11.2,16.4,1.6,1.5,4,2.3,6.7,18.8,,124,101
Rodney McGruder\mcgruro01,SG,28,LAC,56,4,871,3.9,9.8,0.398,1.3,4.8,0.27,2.6,5,0.522,1,1.8,0.559,1.6,6.6,8.2,2,1.4,0.4,1.3,4,10.1,,100,109
Alfonzo McKinnie\mckinal01,SF,27,CLE,40,1,593,6,14,0.427,1.1,5.3,0.215,4.8,8.7,0.557,1.8,2.5,0.71,3,6.2,9.3,1.1,1.9,0.7,2.1,5.9,14.9,,99,115
Jordan McLaughlin\mclaujo01,PG,23,MIN,30,2,590,6.8,14,0.489,2.3,6,0.382,4.6,8,0.569,2,3.1,0.667,0.6,3.3,3.9,9.8,2.7,0.3,2.4,2.4,18,,121,113
Ben McLemore\mclembe01,SF,26,HOU,71,23,1619,6.9,15.6,0.444,5.2,12.9,0.4,1.7,2.7,0.656,1.4,1.9,0.746,0.6,3.9,4.5,1.7,1.3,0.5,1.4,4.4,20.4,,118,113
Jordan McRae\mcraejo01,SG,28,TOT,37,4,784,9,22,0.407,2.7,7.6,0.357,6.3,14.4,0.433,5,6.6,0.761,1.1,6.4,7.5,5.6,1.3,1,2.6,4.4,25.6,,105,116
Jordan McRae\mcraejo01,SG,28,WAS,29,4,654,9.5,22.7,0.42,2.9,7.6,0.377,6.6,15.1,0.441,4.6,5.9,0.771,1.2,6.2,7.4,5.9,1.4,1.1,2.7,4.4,26.4,,106,116
Jordan McRae\mcraejo01,SG,28,DEN,4,0,32,3.1,9.3,0.333,3.1,6.2,0.5,0,3.1,0,4.6,6.2,0.75,1.5,6.2,7.7,6.2,3.1,1.5,0,3.1,13.9,,144,108
Jordan McRae\mcraejo01,SG,28,DET,4,0,98,7,21.6,0.326,1.5,8,0.188,5.5,13.6,0.407,8,11,0.727,0,7.5,7.5,3.5,0,0,2.5,5,23.6,,92,117
Nicolò Melli\mellini01,C,29,NOP,60,8,1042,6,14.3,0.421,3.1,9.1,0.335,3,5.2,0.573,2.4,3.2,0.74,1.7,6.3,8,3.6,1.5,1,2,5.5,17.5,,111,112
De'Anthony Melton\meltode01,PG,21,MEM,60,8,1167,6.4,16,0.401,1.6,5.6,0.286,4.8,10.4,0.464,3.7,4.8,0.769,1.7,7.1,8.8,7,3.1,0.8,3.4,4.4,18.2,,102,107
Chimezie Metu\metuch01,C,22,SAS,18,0,105,10.9,19.1,0.571,0,0.9,0,10.9,18.2,0.6,4.6,5.9,0.769,5.5,9.6,15,4.6,1.4,2.7,4.6,3.2,26.4,,113,110
Khris Middleton\middlkh01,SF,28,MIL,62,59,1853,11.6,23.3,0.497,3.6,8.7,0.415,8,14.6,0.546,5.1,5.6,0.916,1.1,8.3,9.4,6.5,1.3,0.2,3.4,3.5,32,,118,104
Eric Mika\mikaer01,C,25,SAC,1,0,19,5.1,7.7,0.667,0,0,,5.1,7.7,0.667,5.1,5.1,1,5.1,12.8,17.9,0,0,0,0,12.8,15.3,,173,113
C.J. Miles\milescj01,SF,32,WAS,10,0,161,5.5,17.1,0.322,3.2,10.2,0.314,2.3,7,0.333,4.4,5.8,0.75,1.2,2.3,3.5,3.5,2.9,1.2,1.2,4.1,18.6,,103,114
Malcolm Miller\millema01,SF,26,TOR,28,1,162,3.5,8.5,0.414,2.3,6.5,0.364,1.2,2.1,0.571,0.9,2.3,0.375,0.6,4.1,4.7,3.2,1.5,0.6,1.2,5.3,10.3,,108,108
Patty Mills\millspa02,PG,31,SAS,66,1,1485,8.3,19.2,0.431,5,13,0.382,3.3,6.3,0.533,3.1,3.6,0.866,0.7,2.8,3.5,3.8,1.7,0.2,1.7,3.4,24.7,,115,116
Paul Millsap\millspa01,PF,34,DEN,51,48,1240,8.4,17.5,0.482,2.2,4.9,0.435,6.3,12.5,0.5,4.6,5.6,0.816,3.9,7.8,11.7,3.3,1.8,1.2,2.8,6,23.6,,116,110
Shake Milton\miltosh01,SG,23,PHI,40,24,805,8.1,16.7,0.484,3.5,8.1,0.43,4.6,8.6,0.535,3.1,3.9,0.785,0.9,4.4,5.3,6.3,1.2,0.4,2.8,5.5,22.7,,118,112
Donovan Mitchell\mitchdo01,SG,23,UTA,69,69,2364,12.4,27.6,0.449,3.6,9.7,0.366,8.8,17.9,0.494,5.7,6.6,0.863,1.1,5.2,6.3,6.1,1.4,0.3,3.8,3.5,34.1,,110,111
Naz Mitrou-Long\mitrona01,SG,26,IND,5,0,47,6.2,17.5,0.353,2.1,12.4,0.167,4.1,5.2,0.8,0,0,,0,7.2,7.2,8.3,1,1,3.1,2.1,14.5,,87,109
Adam Mokoka\mokokad01,SF,21,CHI,11,0,112,5.2,12,0.429,2.6,6.5,0.4,2.6,5.6,0.462,0.9,1.7,0.5,3,1.3,4.3,1.7,1.7,0,0.9,7.3,13.8,,115,114
Malik Monk\monkma01,SG,21,CHO,55,1,1169,9.1,20.9,0.434,2.5,8.7,0.284,6.6,12.2,0.542,3.5,4.3,0.82,1.2,5.6,6.7,4.9,1.1,0.7,3.3,3.2,24.2,,102,115
Matt Mooney\moonema01,SG,22,CLE,4,0,19,2.6,10.2,0.25,0,5.1,0,2.6,5.1,0.5,0,0,,0,7.7,7.7,2.6,5.1,2.6,0,2.6,5.1,,69,104
E'Twaun Moore\mooreet01,SG,30,NOP,56,6,1020,8.4,19.8,0.426,2.9,7.6,0.377,5.6,12.2,0.456,1.4,2,0.689,1.4,4.5,5.9,3.5,1.5,0.5,1.8,3.6,21.1,,104,114
Ja Morant\moranja01,PG,20,MEM,67,67,2074,10.1,21.1,0.477,1.4,4,0.335,8.7,17.1,0.511,5.4,6.9,0.776,1.1,4.7,5.8,11,1.3,0.4,5,2.5,26.9,,109,113
Juwan Morgan\morgaju01,PF,22,UTA,21,0,134,5.4,9.4,0.577,1.1,2.9,0.375,4.4,6.5,0.667,1.1,1.5,0.75,3.6,6.9,10.5,2.2,0.4,0.7,2.2,6.9,13.1,,121,112
Marcus Morris\morrima03,SF-PF,30,TOT,62,62,1936,8.9,20.2,0.438,3.5,8.7,0.408,5.3,11.5,0.461,4.5,5.5,0.823,1.5,6.3,7.8,2.1,1.2,0.7,2.4,4.5,25.8,,111,113
Marcus Morris\morrima03,SF,30,NYK,43,43,1387,9.9,22.3,0.442,4.1,9.3,0.439,5.8,13.1,0.444,5.7,7,0.823,1.7,6.5,8.2,2.1,1.2,0.6,2.6,4.5,29.5,,113,115
Marcus Morris\morrima03,PF,30,LAC,19,19,549,6.4,15,0.425,2.2,7.2,0.31,4.1,7.7,0.533,1.5,1.9,0.818,0.9,5.8,6.7,2.3,1.1,1.1,2.1,4.5,16.5,,101,109
Markieff Morris\morrima02,PF,30,TOT,58,17,1187,8.4,18.9,0.443,3.6,9.4,0.386,4.7,9.5,0.5,2.7,3.5,0.776,1.6,7.3,9,3.2,1.3,0.7,3.1,5.5,23.1,,105,112
Markieff Morris\morrima02,PF,30,DET,44,16,988,8.7,19.4,0.45,3.7,9.4,0.397,5,10,0.5,3,3.9,0.772,1.2,7.4,8.6,3.4,1.3,0.5,3.5,5.2,24.2,,104,113
Markieff Morris\morrima02,PF,30,LAL,14,1,199,6.7,16.5,0.406,3.1,9.3,0.333,3.6,7.2,0.5,1.2,1.4,0.833,3.8,6.9,10.8,1.9,1.2,1.4,1.4,6.9,17.7,,110,107
Monte Morris\morrimo01,PG,24,DEN,73,12,1636,7.9,17.1,0.459,2,5.2,0.378,5.9,11.9,0.495,2.3,2.7,0.843,0.7,3.4,4.1,7.7,1.7,0.5,1.6,2.2,19.9,,118,114
Johnathan Motley\motlejo01,PF,24,LAC,13,0,41,12.7,17.3,0.733,1.2,1.2,1,11.5,16.1,0.714,5.8,8.1,0.714,3.5,8.1,11.5,9.2,3.5,0,5.8,6.9,32.3,,132,104
Emmanuel Mudiay\mudiaem01,PG,23,UTA,54,2,850,8.6,18.7,0.462,1.7,5,0.345,6.9,13.7,0.504,3.6,4.8,0.759,1,6.2,7.2,6.6,1.4,0.6,4.4,4.1,22.6,,103,111
Mychal Mulder\muldemy01,SF,25,GSW,7,3,204,6.1,15.7,0.388,3.8,12.2,0.308,2.3,3.5,0.667,2.1,2.8,0.75,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1,,104,118
Dejounte Murray\murrade01,PG,23,SAS,66,58,1687,8.3,18,0.462,1.2,3.1,0.369,7.2,14.9,0.481,2.6,3.2,0.798,2,8.9,10.8,7.7,3.1,0.5,3.5,4.1,20.4,,105,110
Jamal Murray\murraja01,PG,22,DEN,59,59,1904,10.6,23.2,0.456,2.9,8.4,0.346,7.7,14.8,0.519,4.2,4.8,0.881,1.2,5,6.1,7.4,1.7,0.4,3.3,2.6,28.3,,112,113
Džanan Musa\musadz01,SF,20,BRK,40,0,487,6.2,16.7,0.372,1.8,7.6,0.244,4.4,9.1,0.479,4.4,5.8,0.75,2,6.3,8.4,4.2,1.5,0.1,3.5,2.9,18.7,,96,111
Mike Muscala\muscami01,C,28,OKC,47,2,572,6.5,16.1,0.407,4.6,12.1,0.378,2,3.9,0.5,1.5,1.9,0.818,1.4,7.8,9.2,3.4,0.8,1,1.4,4.9,19.2,,114,110
Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,56,27,1265,6.5,15.7,0.41,4.5,11.1,0.404,2,4.7,0.425,2.2,2.7,0.814,0.7,3.4,4,4.1,1.6,0.2,2.4,3.4,19.6,,110,116
Abdel Nader\naderab01,SF,26,OKC,55,6,867,6.9,14.7,0.468,2.7,7.2,0.375,4.2,7.6,0.556,2.9,3.7,0.773,0.8,4.8,5.6,2.1,1.3,1.1,2.4,4.4,19.3,,107,111
Larry Nance Jr.\nancela02,PF,27,CLE,56,10,1472,7.6,14.2,0.531,1.9,5.3,0.352,5.7,9,0.636,1.7,2.4,0.676,3.5,10,13.5,4.1,1.9,0.7,2,3,18.6,,122,113
Shabazz Napier\napiesh01,PG,28,TOT,56,32,1344,6.5,15.8,0.412,2.6,8.3,0.317,3.9,7.5,0.519,4.4,5.3,0.824,0.9,4.6,5.5,9.1,2.4,0.4,4.4,3.5,20,,106,114
Shabazz Napier\napiesh01,PG,28,MIN,36,22,856,6.2,15.3,0.403,2.5,8.6,0.296,3.6,6.7,0.54,3.9,4.8,0.818,0.9,5,6,10.1,2.2,0.4,4.1,3.4,18.8,,108,113
Shabazz Napier\napiesh01,PG,28,WAS,20,10,488,7.1,16.6,0.428,2.8,7.8,0.358,4.3,8.8,0.489,5.2,6.2,0.831,0.9,3.7,4.6,7.2,2.8,0.4,5,3.7,22.1,,104,115
Raul Neto\netora01,PG,27,PHI,54,3,668,7.3,16.1,0.455,2.5,6.4,0.386,4.9,9.7,0.5,2.8,3.4,0.83,0.8,3.6,4.4,6.9,1.7,0.4,3.4,3.6,20,,109,111
Malik Newman\newmama01,SG,22,CLE,1,0,4,0,24.3,0,0,12.2,0,0,12.2,0,24.3,24.3,1,0,0,0,0,0,0,12.2,0,24.3,,58,123
Georges Niang\niangge01,PF,26,UTA,66,1,923,7.4,17,0.438,4.7,11.9,0.4,2.7,5.1,0.526,1.1,1.3,0.833,0.8,5.9,6.7,2.3,0.9,0.3,1.6,4,20.7,,113,112
Joakim Noah\noahjo01,C,34,LAC,5,0,50,3.8,7.6,0.5,0,0,,3.8,7.6,0.5,5.7,7.6,0.75,4.7,10.4,15.1,6.6,0.9,0.9,5.7,8.5,13.2,,107,107
Nerlens Noel\noelne01,C,25,OKC,61,7,1127,7.9,11.6,0.684,0,0.1,0.333,7.9,11.5,0.688,3.4,4.6,0.755,3.9,9,12.9,2.5,2.5,3.9,2.8,7.2,19.4,,127,102
Zach Norvell\norveza01,SG,22,TOT,5,0,41,3.5,14,0.25,3.5,9.3,0.375,0,4.7,0,1.2,1.2,1,0,7,7,3.5,2.3,0,3.5,4.7,11.7,,74,112
Zach Norvell\norveza01,SG,22,LAL,2,0,5,0,9.5,0,0,0,,0,9.5,0,0,0,,0,9.5,9.5,0,0,0,0,0,0,,0,111
Zach Norvell\norveza01,SG,22,GSW,3,0,36,4,14.6,0.273,4,10.6,0.375,0,4,0,1.3,1.3,1,0,6.6,6.6,4,2.7,0,4,5.3,13.3,,78,113
Jaylen Nowell\nowelja01,SG,20,MIN,15,0,151,5.8,16.3,0.358,0.9,8,0.115,4.9,8.3,0.593,4.9,5.2,0.941,0.9,3.1,4,5.8,0.9,0.3,0.9,3.4,17.5,,109,117
Frank Ntilikina\ntilila01,PG,21,NYK,57,26,1187,5.4,13.7,0.393,1.8,5.6,0.321,3.6,8,0.444,2.1,2.4,0.864,0.9,4,5,7.1,2.2,0.7,2.9,5.8,14.6,,103,113
Kendrick Nunn\nunnke01,PG,24,MIA,67,67,1962,10,22.7,0.439,3.4,9.7,0.35,6.6,13,0.505,2.1,2.5,0.85,0.5,4,4.5,5.5,1.4,0.4,2.8,3.8,25.5,,103,112
Jusuf Nurki?\nurkiju01,C,25,POR,8,8,253,10.2,20.5,0.495,0.4,1.9,0.2,9.8,18.6,0.525,5.8,6.6,0.886,4.3,11.1,15.4,6,2.1,3,3.6,7.3,26.6,,116,108
David Nwaba\nwabada01,SG,27,BRK,20,0,268,6.5,12.5,0.521,2.1,4.9,0.429,4.4,7.6,0.581,3.2,4.8,0.667,1.4,6.5,7.9,1.4,1.9,2.1,1.4,5.7,18.4,,120,107
Royce O'Neale\onealro01,SF,26,UTA,71,62,2049,3.8,8.7,0.433,2.2,5.8,0.377,1.6,2.9,0.545,1,1.3,0.764,0.6,8.6,9.2,4.3,1.4,0.8,1.4,4.8,10.7,,117,109
Kyle O'Quinn\oquinky01,C,29,PHI,29,2,313,6.5,13.2,0.494,1.1,4.2,0.259,5.4,9,0.603,1.7,3.1,0.55,5.3,12.7,18,7.9,1.1,3.7,3.1,5.7,15.8,,117,104
Semi Ojeleye\ojelese01,PF,25,BOS,69,6,1011,3.8,9.4,0.408,2.3,6.1,0.378,1.5,3.3,0.464,1.3,1.5,0.875,1.2,5.7,6.9,1.8,1,0.2,0.9,3.8,11.3,,116,111
Jahlil Okafor\okafoja01,C,24,NOP,30,9,467,10,16.1,0.623,0.1,0.3,0.333,9.9,15.8,0.629,4,6.1,0.645,4.8,7.8,12.6,3.7,0.7,2.2,3.8,6.6,24.1,,117,112
Elie Okobo\okoboel01,PG,22,PHO,55,3,719,4.7,11.9,0.398,1.6,4.7,0.352,3.1,7.2,0.427,3.3,4.7,0.704,1.1,4.9,5.9,7.6,1.6,0.3,2.5,3.6,14.4,,109,113
Josh Okogie\okogijo01,SG,21,MIN,62,28,1547,5.1,11.9,0.427,1.2,4.6,0.266,3.9,7.3,0.529,4.6,5.7,0.796,2.6,5.4,8,3,2,0.8,2.6,4.2,16,,108,113
KZ Okpala\okpalkz01,PF,20,MIA,5,0,26,5.6,9.4,0.6,0,1.9,0,5.6,7.5,0.75,1.9,3.8,0.5,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.1,,110,103
Victor Oladipo\oladivi01,SG,27,IND,19,16,528,8.9,22.6,0.394,3,9.6,0.317,5.9,13,0.451,4.4,5.4,0.814,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,,94,110
Kelly Olynyk\olynyke01,C,28,MIA,67,9,1300,6.9,14.9,0.462,3.6,8.8,0.406,3.3,6.2,0.543,3.2,3.8,0.86,1.7,9.8,11.5,4.4,1.7,0.9,2.7,6.5,20.6,,116,108
Miye Oni\onimi01,SF,22,UTA,10,1,109,5.4,14.3,0.375,3.1,8.5,0.368,2.2,5.8,0.385,1.8,2.2,0.8,2.2,5.4,7.6,1.8,1.8,0.9,1.8,4,15.6,,104,110
Cedi Osman\osmande01,SF,24,CLE,65,65,1910,6.8,15.5,0.437,3.1,8.2,0.383,3.6,7.3,0.497,1.6,2.4,0.67,1,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3,,107,117
Kelly Oubre Jr.\oubreke01,SF,24,PHO,56,55,1933,9.1,20.2,0.452,2.6,7.5,0.352,6.5,12.7,0.511,4.7,6,0.78,1.6,7.2,8.8,2.1,1.7,1,2,4.7,25.6,,109,110
Tariq Owens\owensta01,PF,24,PHO,3,0,15,3.2,15.8,0.2,0,6.3,0,3.2,9.5,0.333,6.3,6.3,1,6.3,3.2,9.5,0,3.2,0,0,3.2,12.6,,96,111
Jeremy Pargo\pargoje01,PG,33,GSW,3,0,44,12,23.9,0.5,3.3,7.6,0.429,8.7,16.3,0.533,0,1.1,0,1.1,2.2,3.3,8.7,1.1,0,4.4,8.7,27.2,,103,119
Jabari Parker\parkeja01,PF,24,TOT,38,23,917,11.2,21.9,0.51,1.6,6.1,0.269,9.5,15.8,0.603,3.1,4.1,0.753,3.1,7.8,10.9,3.5,2.3,0.8,3.3,5,27.1,,108,112
Jabari Parker\parkeja01,PF,24,ATL,32,23,837,11,21.9,0.504,1.7,6.4,0.27,9.3,15.5,0.601,3,4,0.736,3,7.6,10.6,3.2,2.3,0.8,3.3,5.2,26.7,,106,113
Jabari Parker\parkeja01,PF,24,SAC,6,0,80,12.7,21.8,0.583,0.6,2.4,0.25,12.1,19.4,0.625,4.9,5.5,0.889,4.2,9.7,13.9,6.1,1.8,0.6,2.4,3.6,30.9,,129,110
Chandler Parsons\parsoch01,PF,31,ATL,5,0,54,4.3,15.5,0.278,3.5,12.1,0.286,0.9,3.5,0.25,0,0,,0.9,5.2,6,2.6,3.5,0.9,2.6,2.6,12.1,,77,112
Eric Paschall\pascher01,PF,23,GSW,60,26,1654,9.2,18.5,0.497,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8,3.7,0.9,0.4,2.7,3.6,24.2,,110,117
Anžejs Pase??iks\pasecan01,C,24,WAS,27,0,437,6.5,12.4,0.526,0,0.3,0,6.5,12.1,0.54,3.6,6.2,0.586,4.5,7,11.4,1.9,1,1.3,2.6,8,16.7,,109,116
Patrick Patterson\pattepa01,PF,30,LAC,59,18,776,5.8,14.2,0.408,4.1,10.5,0.39,1.7,3.7,0.459,2.1,2.6,0.814,2.1,7.1,9.2,2.5,0.4,0.2,1.3,3.3,17.8,,119,111
Justin Patton\pattoju01,C,22,OKC,5,0,24,8.1,20.2,0.4,2,8.1,0.25,6.1,12.1,0.5,0,0,,2,8.1,10.1,4,0,0,4,8.1,18.2,,86,113
